Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Reporting Zone,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2019,January,1691,MOWI Canada West,Kid Bay,-128.40431,52.80108,Central Coast,Pre-treatment,2019-01-02,8,1.36,0.72,0.26,0.37,Management action planned (Medicinal bath treatment),2
2019,January,1691,MOWI Canada West,Kid Bay,-128.404313,52.801081,Central Coast,Post mechanical removal or bath treatment,2019-01-05,8,0.06,0.03,0.03,0.06,,2
2019,January,1691,MOWI Canada West,Kid Bay,-128.40431,52.80108,Central Coast,Routine monitoring,2019-01-26,3,0.07,0,0,0.07,,2
2019,January,1537,Cermaq Canada,Bare Bluff,-125.79902,49.32702,Clayoquot Sound,Routine monitoring,2019-01-19,3,8.98,4.8,0.03,0.02,Management action planned (Medicinal bath treatment),2
2019,January,520,Cermaq Canada,Bedwell,-125.81247,49.26548,Clayoquot Sound,Threshold exceedance; Pre-treatment,2019-01-20,3,10.08,4.05,0.75,0.07,Management action planned (Medicinal bath treatment),2
2019,January,234,Cermaq Canada,Dixon Bay,-126.150552,49.405004,Clayoquot Sound,Routine monitoring,2019-01-02,3,0,0,0,0.02,,1
2019,January,1507,Cermaq Canada,Millar Channel,-126.09003,49.37622,Clayoquot Sound,Routine monitoring,2019-01-04,3,0.02,0,0,0.08,,1
2019,January,6668,Cermaq Canada,Plover Point,-125.76693,49.21433,Clayoquot Sound,Threshold exceedance,2019-01-06,3,3.88,2.55,0.02,0,Management action planned (Medicinal bath treatment),2
2019,January,314,Cermaq Canada,Ross Pass,-126.04849,49.32437,Clayoquot Sound,Routine monitoring,2019-01-19,3,0,0,0,0,,1
2019,January,1401,Cermaq Canada,Brent Island,-125.34917,50.28613,Discovery Passage,Routine monitoring,2019-01-05,3,0.25,0.12,0,0.17,,2
2019,January,304,Cermaq Canada,Raza Island,-125.00882,50.32159,Discovery Passage,Routine monitoring,2019-01-19,3,1.47,1.05,0.02,0.3,,2
2019,January,306,Cermaq Canada,Venture Point,-125.33778,50.30241,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,January,871,Grieg Seafood BC,Barnes Bay,-125.26039,50.32437,Discovery Passage,Routine monitoring,2019-01-10,3,0.08,0.02,0,0,,2
2019,January,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-01-07,3,0.8,0.13,1.45,1.73,,1
2019,January,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-01-14,2,1.58,0.13,0,1.28,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-01-20,3,2.43,0.4,2.58,4.52,,1
2019,January,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-01-29,3,0.75,0.05,1.7,3.52,,1
2019,January,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-01-07,3,1.75,1,0.07,0,,2
2019,January,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-01-10,2,1.3,0.5,0.3,0.13,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-01-21,3,0.82,0.52,0,0.03,,2
2019,January,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-01-28,2,0.3,0.18,0.03,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1581,MOWI Canada West,Hardwicke,-125.76974,50.41339,Discovery Passage,Routine monitoring,2019-01-07,2,1.05,0.48,1.45,0.58,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1581,MOWI Canada West,Hardwicke,-125.76974,50.41339,Discovery Passage,Routine monitoring,2019-01-12,3,1.57,0.43,2.23,2.4,,1
2019,January,1581,MOWI Canada West,Hardwicke,-125.76974,50.41339,Discovery Passage,Routine monitoring,2019-01-21,2,1.1,0.33,1.45,0.9,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1581,MOWI Canada West,Hardwicke,-125.76974,50.41339,Discovery Passage,Threshold exceedance,2019-01-25,7,3.47,0.87,3.51,3.32,Bi-weekly counts,1
2019,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-01-10,3,1.72,0.63,0.32,0.08,,2
2019,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-01-17,2,1.1,0.53,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-01-24,3,0.52,0.43,0,0,,2
2019,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-01-31,2,0.55,0.3,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,211,MOWI Canada West,Okisollo,-125.31618,50.30946,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,January,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-01-07,2,1.6,0.98,1.23,0.8,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-01-13,3,2.75,1.22,0,0.55,,2
2019,January,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Pre-treatment,2019-01-20,3,2.7,1.37,0.45,1.33,Management action planned (In-feed treatment),2
2019,January,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-01-30,2,3.2,1.25,1.88,0.4,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-01-10,4,0.59,0.26,2.21,0.45,,2
2019,January,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-01-20,2,1.05,0.05,1.03,0.1,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-01-26,3,1.77,0.62,2.52,0.08,,2
2019,January,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-01-01,2,3.75,2.4,0.2,0.43,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-01-07,3,2.82,1.7,0.92,0.75,Management action planned (In-feed treatment),2
2019,January,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-01-15,2,5.98,3.7,0.23,0,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Pre-treatment,2019-01-21,3,4.7,2.65,0.37,1.02,Management action planned (In-feed treatment),2
2019,January,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-01-30,3,4.43,2.83,0.88,0.88,Bi-weekly counts,2
2019,January,1863,Grieg Seafood BC,Esperanza,-126.76145,49.87814,Esperanza Inlet,Routine monitoring,2019-01-09,3,1.48,0.88,0,0,,2
2019,January,1862,Grieg Seafood BC,Hecate,-126.7573,49.86799,Esperanza Inlet,Threshold exceedance; Pre-treatment,2019-01-06,3,4.88,3.13,0,0.05,Management action planned (Medicinal bath treatment),2
2019,January,1862,Grieg Seafood BC,Hecate,-126.7573,49.86799,Esperanza Inlet,Post mechanical removal or bath treatment,2019-01-17,3,0.57,0.5,0,0,,2
2019,January,1862,Grieg Seafood BC,Hecate,-126.7573,49.86799,Esperanza Inlet,Routine monitoring,2019-01-20,5,0.35,0.33,0,0,,2
2019,January,1862,Grieg Seafood BC,Hecate,-126.7573,49.86799,Esperanza Inlet,Routine monitoring,2019-01-25,6,0.74,0.71,0,0.01,,2
2019,January,1079,Grieg Seafood BC,Steamer,-126.790878,49.887611,Esperanza Inlet,Routine monitoring,2019-01-12,3,0.6,0.48,0.05,0,,2
2019,January,1789,Grieg Seafood BC,Concepcion,-126.47587,49.65923,Nootka Sound,Routine monitoring,2019-01-25,3,0,0,0,0,,1
2019,January,1762,Grieg Seafood BC,Gore,-126.43167,49.6466,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,January,1849,Grieg Seafood BC,Muchalat North,-126.33953,49.64394,Nootka Sound,Routine monitoring,2019-01-14,3,0,0,0,0,,1
2019,January,1705,Grieg Seafood BC,Williamson,-126.42849,49.65623,Nootka Sound,Routine monitoring,2019-01-13,3,0.02,0,0,0,,1
2019,January,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-01-16,2,0.18,0.03,1.35,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-01-23,2,0.08,0.03,0.75,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-01-30,2,0.73,0.35,0.4,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1288,MOWI Canada West,Doyle Island,-127.48698,50.81456,Port Hardy,Routine monitoring,2019-01-12,2,1.23,0.63,0.35,0.43,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1288,MOWI Canada West,Doyle Island,-127.48698,50.81456,Port Hardy,Routine monitoring,2019-01-16,3,1.4,0.5,2.03,0.22,,2
2019,January,1293,MOWI Canada West,Duncan Island,-127.55568,50.8195,Port Hardy,Routine monitoring,2019-01-23,3,0.87,0.38,0.38,0.13,,2
2019,January,1293,MOWI Canada West,Duncan Island,-127.55568,50.8195,Port Hardy,Routine monitoring,2019-01-30,3,0.47,0.23,0.75,0.17,,2
2019,January,1351,MOWI Canada West,Marsh Bay,-127.34239,50.90567,Port Hardy,Routine monitoring,2019-01-04,3,0.02,0,0,0,,2
2019,January,1351,MOWI Canada West,Marsh Bay,-127.34239,50.90567,Port Hardy,Routine monitoring,2019-01-24,3,0.12,0,0.85,0.33,,2
2019,January,1198,MOWI Canada West,Raynor,-127.25359,50.89253,Port Hardy,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,January,1382,MOWI Canada West,Robertson,-127.425365,50.932418,Port Hardy,Routine monitoring,2019-01-20,3,3.52,2.33,2.4,1.32,Management action planned (In-feed treatment),2
2019,January,1382,MOWI Canada West,Robertson,-127.425365,50.932418,Port Hardy,Routine monitoring,2019-01-25,3,4.35,2.57,3.6,1.53,Management action planned (In-feed treatment),2
2019,January,1350,MOWI Canada West,Shelter Bay,-127.45345,50.96555,Port Hardy,Routine monitoring,2019-01-04,3,0.23,0.05,0.2,0.22,,2
2019,January,1350,MOWI Canada West,Shelter Bay,-127.45345,50.96555,Port Hardy,Routine monitoring,2019-01-11,2,0.48,0.2,0.15,0.18,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1350,MOWI Canada West,Shelter Bay,-127.45345,50.96555,Port Hardy,Routine monitoring,2019-01-15,3,0,0,0,0,,2
2019,January,1350,MOWI Canada West,Shelter Bay,-127.45345,50.96555,Port Hardy,Routine monitoring,2019-01-21,2,0.68,0.08,0.33,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,January,1350,MOWI Canada West,Shelter Bay,-127.45345,50.96555,Port Hardy,Routine monitoring,2019-01-29,3,0.07,0.02,0.33,0,,2
2019,January,831,MOWI Canada West,Shelter Pass,-127.500402,50.884141,Port Hardy,Routine monitoring,2019-01-07,3,0.17,0.05,0.33,0.23,,2
2019,January,831,MOWI Canada West,Shelter Pass,-127.5004,50.88414,Port Hardy,Routine monitoring,2019-01-14,3,0.03,0.02,0.08,0,,2
2019,January,831,MOWI Canada West,Shelter Pass,-127.5004,50.88414,Port Hardy,Routine monitoring,2019-01-23,3,0.18,0.05,0.3,0.03,,2
2019,January,831,MOWI Canada West,Shelter Pass,-127.500402,50.884141,Port Hardy,Routine monitoring,2019-01-27,3,0.03,0,1.53,0.08,,2
2019,January,144,MOWI Canada West,Koskimo,-127.88988,50.45861,Quatsino Sound,Routine monitoring,2019-01-05,3,0.08,0.02,0.5,0.1,,1
2019,January,144,MOWI Canada West,Koskimo,-127.88988,50.45861,Quatsino Sound,Routine monitoring,2019-01-12,2,0.08,0,0.38,0.13,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,144,MOWI Canada West,Koskimo,-127.88988,50.45861,Quatsino Sound,Routine monitoring,2019-01-19,3,0.06,0,0.63,0.27,,1
2019,January,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-01-03,2,0,0,0.08,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-01-08,3,0,0,0.07,0,,1
2019,January,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-01-16,2,0,0,0.05,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-01-23,3,0,0,0.03,0,,1
2019,January,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-01-03,2,0,0,0.2,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-01-09,3,0.12,0.03,0.3,0.07,,1
2019,January,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-01-17,2,0.15,0,0.1,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-01-24,3,0.13,0.05,0.13,0.2,,1
2019,January,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-01-30,2,0.08,0,0.2,0.13,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,January,1697,Grieg Seafood BC,Culloden,-124.10162,49.79595,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,January,332,Grieg Seafood BC,Salten,-123.83407,49.61535,Sunshine Coast,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,January,746,Grieg Seafood BC,Site 13,-123.84265,49.6291,Sunshine Coast,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,January,303,MOWI Canada West,Glacial Creek,-123.90241,50.01008,Sunshine Coast,Routine monitoring,2019-01-23,3,0.3,0.1,0,0,,Brood
2019,February,1144,Cermaq Canada,Burdwood,-126.49581,50.7969,Broughton Archipelago,Routine monitoring,2019-02-16,3,1.35,0.54,0,1.33,,1
2019,February,458,Cermaq Canada,Cypress Harbour,-126.66313,50.83772,Broughton Archipelago,Routine monitoring,2019-02-02,3,0.58,0.31,0.37,0.03,,Brood
2019,February,869,Cermaq Canada,Maude Island,-126.75743,50.85271,Broughton Archipelago,Routine monitoring,2019-02-15,3,0.44,0.05,0.34,0.73,,1
2019,February,869,Cermaq Canada,Maude Island,-126.75743,50.85271,Broughton Archipelago,Routine monitoring,2019-02-16,3,0.17,0.06,0,0.25,,2
2019,February,1336,Cermaq Canada,Simmonds Point,-126.90153,50.87791,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,February,728,Cermaq Canada,Sir Edmund Bay,-126.59684,50.83096,Broughton Archipelago,Routine monitoring,2019-02-17,3,0.67,0.32,0.03,0.41,,2
2019,February,728,Cermaq Canada,Sir Edmund Bay,-126.59684,50.83096,Broughton Archipelago,Routine monitoring,2019-02-18,3,0.64,0.45,0,0,,2
2019,February,1825,Grieg Seafood BC,Noo-la,-126.36301,50.60799,Broughton Archipelago,Routine monitoring,2019-02-11,3,0.28,0.08,1.08,0.33,,1
2019,February,7273,Grieg Seafood BC,Tsa-ya,-126.330725,50.61330417,Broughton Archipelago,Routine monitoring,2019-02-12,3,0.25,0.15,0.03,6.6,,1
2019,February,1839,Grieg Seafood BC,Wa-kwa,-126.347412,50.601059,Broughton Archipelago,Routine monitoring,2019-02-12,3,0.23,0.15,0.28,3.57,,1
2019,February,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-02-05,3,0.65,0.17,12.23,3.8,,1
2019,February,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-02-14,2,0.53,0.18,11.33,7.68,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,February,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-02-18,3,0.92,0.28,6.93,2.62,,1
2019,February,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-02-23,4,0.58,0.13,11.36,4.69,Management action planned (In-feed treatment),1
2019,February,1618,MOWI Canada West,Humphrey Rock,-126.25532,50.69682,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2019,February,141,MOWI Canada West,Port Elizabeth,-126.47653,50.67099,Broughton Archipelago,Routine monitoring,2019-02-04,2,0.58,0.35,3.38,0.78,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,February,141,MOWI Canada West,Port Elizabeth,-126.47653,50.67099,Broughton Archipelago,Routine monitoring,2019-02-16,2,1.13,0.48,2.55,0.55,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,February,141,MOWI Canada West,Port Elizabeth,-126.47653,50.67099,Broughton Archipelago,Routine monitoring,2019-02-20,3,0.58,0.3,1.53,0.62,,2
2019,February,1059,MOWI Canada West,Sargeaunt Pass,-126.18595,50.67346,Broughton Archipelago,Routine monitoring,2019-02-17,3,0.02,0,0.05,0,,1
2019,February,1059,MOWI Canada West,Sargeaunt Pass,-126.18595,50.67346,Broughton Archipelago,Routine monitoring,2019-02-25,2,0,0,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,February,465,MOWI Canada West,Swanson,-126.70473,50.61871,Broughton Archipelago,Routine monitoring,2019-02-05,3,1.18,0.45,4.75,0.85,,1
2019,February,465,MOWI Canada West,Swanson,-126.70473,50.61871,Broughton Archipelago,Routine monitoring,2019-02-13,2,0.7,0.33,6.23,0.1,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,February,465,MOWI Canada West,Swanson,-126.70473,50.61871,Broughton Archipelago,Routine monitoring,2019-02-18,3,1.18,0.47,4.18,1.05,,1
2019,February,465,MOWI Canada West,Swanson,-126.70473,50.61871,Broughton Archipelago,Pre-treatment,2019-02-23,3,0.87,0.48,10.07,0.4,Management action planned (In-feed treatment),1
2019,February,820,MOWI Canada West,Wicklow Point,-126.69153,50.78659,Broughton Archipelago,Pre-treatment,2019-02-13,3,1.53,1.1,0.57,0,Management action planned (Mechanical removal treatment),1
2019,February,820,MOWI Canada West,Wicklow Point,-126.69153,50.78659,Broughton Archipelago,Post mechanical removal or bath treatment,2019-02-15,3,0.25,0.22,0.03,0,,1
2019,February,820,MOWI Canada West,Wicklow Point,-126.69153,50.78659,Broughton Archipelago,Routine monitoring,2019-02-22,2,1.1,0.18,1.7,1.1,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,February,7714,MOWI Canada West,Alexander,-128.57494,52.67648,Central Coast,Routine monitoring,2019-02-02,2,0.43,0.1,1.25,1.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,February,7714,MOWI Canada West,Alexander,-128.57494,52.67648,Central Coast,Routine monitoring,2019-02-12,3,0.67,0.15,1.18,1.17,,1
2019,February,7714,MOWI Canada West,Alexander,-128.57494,52.67648,Central Coast,Pre-treatment,2019-02-17,4,0.49,0.09,0.76,1.85,Management action planned (Medicinal bath treatment),1
